gender,SeniorCitizen,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,PhoneServiceStatus,Internet_AddOnCount,IsNewCustomer,AvgMonthlySpend,BillingRatio,RelativeSpend,TenureGroup,ContractPaymentCombo,CostDeviation
Female,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.85,No,Multiple phone lines,3,No,95.01805555555556,0.9710583092034293,1.0298042769649043,49m+,Two year_Electronic check,-3.0695618153364705
Male,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,No,Single phone line,0,No,18.635227272727274,0.9532085561497327,1.0490883590462832,25–48m,Two year_Bank transfer (automatic),-2.8960791925465834
Female,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.05,No,Multiple phone lines,2,No,84.05902777777777,1.0001074096106815,0.999892601924904,49m+,Two year_Bank transfer (automatic),-16.869561815336468
Female,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,Yes,Single phone line,5,No,101.85000000000001,0.9816867469879519,1.018654884634266,25–48m,One year_Electronic check,6.682230941704034
Male,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,No,Multiple phone lines,2,No,90.17592592592592,1.0086792609163973,0.9913954204743815,49m+,Month-to-month_Credit card (automatic),3.0490644677661294
Male,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,No,Single phone line,0,No,12.99234693877551,0.6595099968921578,1.5162772432750835,25–48m,Two year_Credit card (automatic),-2.746079192546585
Male,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,No,Multiple phone lines,1,No,65.82388888888889,0.8243442565922215,1.2130854215372668,49m+,Month-to-month_Bank transfer (automatic),-6.500935532233882
Male,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,No,Single phone line,1,No,73.7,0.9899261249160509,1.0101763907734056,0–6m,Month-to-month_Credit card (automatic),-11.900935532233873
Female,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.1,No,Multiple phone lines,4,No,72.33867924528302,0.9762304891401218,1.0243482570195228,49m+,One year_Bank transfer (automatic),6.797878192534384
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,Yes,Single phone line,0,No,126.01,1.8170151405912043,0.5503531465756686,0–6m,Month-to-month_Electronic check,-17.000935532233882
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,No,Single phone line,0,No,19.663333333333334,1.0459219858156028,0.9560942532632649,13–24m,One year_Mailed check,-2.895751937984496
Female,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,Yes,Single phone line,1,No,73.08660714285715,0.9896629267820873,1.010445044406709,49m+,Month-to-month_Electronic check,-12.500935532233882
Male,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),58.67,No,Multiple phone lines,3,No,63.379999999999995,1.0802795295721832,0.9256863363837173,0–6m,Month-to-month_Credit card (automatic),2.271784788245462
Male,No,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.8,No,Single phone line,2,No,55.23333333333333,0.9898446833930705,1.0102595051297527,25–48m,One year_Credit card (automatic),-11.502121807465613
Female,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,No,Single phone line,0,No,18.868,0.9410473815461347,1.0626457494170025,25–48m,Month-to-month_Credit card (automatic),-1.1782352941176448
Female,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,Yes,Multiple phone lines,0,No,72.25,0.9614105123087159,1.0401384083044984,0–6m,Month-to-month_Credit card (automatic),-11.20093553223387
Male,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.15,No,Single phone line,4,No,94.66603448275862,0.9547759403203088,1.0473661492397048,49m+,One year_Bank transfer (automatic),2.08223094170404
Male,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.75,No,Single phone line,1,No,50.325,0.886784140969163,1.1276701440635866,7–12m,Month-to-month_Bank transfer (automatic),0.35178478824546033
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,Yes,Single phone line,0,No,78.78,1.131896551724138,0.8834729626808834,0–6m,Month-to-month_Electronic check,-16.750935532233882
Male,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.15,No,Multiple phone lines,4,No,103.73661971830987,0.9960309142420534,1.0039849021764218,49m+,Two year_Credit card (automatic),3.230438184663541
Female,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,No,Multiple phone lines,5,No,111.47538461538461,1.0060955290197167,0.9939414013442085,49m+,Two year_Credit card (automatic),9.880438184663532
Male,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,Yes,Multiple phone lines,1,No,210.848,2.6306674984404244,0.3801316588253149,0–6m,Month-to-month_Electronic check,-6.200935532233871
Female,No,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.75,No,No phone service,2,No,18.315,0.5123076923076924,1.951951951951952,25–48m,Month-to-month_Mailed check,-20.64821521175454
Female,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.9,No,Multiple phone lines,3,No,68.89402985074626,0.9856084384942241,1.014601702809853,49m+,Two year_Bank transfer (automatic),-3.691618953603154
Male,No,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,No,Single phone line,3,No,92.89428571428572,1.0414157591287636,0.9602312920985452,25–48m,One year_Electronic check,-7.867769058295963
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),55.65,No,No phone service,5,No,53.889583333333334,0.9683662773285416,1.0326671048053504,49m+,Two year_Credit card (automatic),-17.94161895360316
Female,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),50.7,No,No phone service,4,No,50.635245901639344,0.9987227988489021,1.0012788344799677,49m+,One year_Bank transfer (automatic),-16.602121807465608
Male,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,No,Single phone line,0,No,20.529411764705884,1.026470588235294,0.9742120343839541,49m+,Two year_Credit card (automatic),-2.446079192546584
Female,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,Yes,No phone service,1,No,30.5,1.0,1.0,0–6m,Month-to-month_Bank transfer (automatic),-25.89821521175454
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,No,Single phone line,0,No,17.683333333333334,0.9258289703315881,1.0801131008482565,0–6m,Month-to-month_Mailed check,-2.128235294117644
Male,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,Yes,Multiple phone lines,3,No,97.99285714285715,0.9968754541491063,1.0031343392375536,49m+,Two year_Bank transfer (automatic),-2.6195618153364677
Female,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.55,No,No phone service,3,No,66.3003144654088,1.4555502626873502,0.6870253990087035,25–48m,Month-to-month_Credit card (automatic),-10.848215211754543
Male,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.05,No,Multiple phone lines,3,No,102.55455882352942,1.0148892510987573,0.9853291863298014,49m+,One year_Credit card (automatic),3.9822309417040316
Female,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,No,Single phone line,5,No,100.65106382978725,0.9705984940191633,1.0302921405318564,25–48m,One year_Electronic check,6.632230941704037
Male,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,36.25,No,No phone service,2,No,35.9703125,0.9922844827586207,1.0077755093175795,25–48m,One year_Mailed check,-31.05212180746561
Female,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.4,No,Single phone line,1,No,46.510000000000005,0.941497975708502,1.062137174801118,0–6m,Month-to-month_Mailed check,-6.998215211754541
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,No,Single phone line,0,No,20.869387755102043,1.0487129525176906,0.9535497750831213,49m+,Two year_Credit card (automatic),-2.5460791925465855
Female,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,Yes,Multiple phone lines,4,No,106.69375000000001,0.9934241154562382,1.006619413039658,25–48m,Month-to-month_Bank transfer (automatic),21.04906446776613
Female,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,Yes,Multiple phone lines,1,No,86.70769230769231,1.0574108818011259,0.9457061745919091,13–24m,Month-to-month_Electronic check,-4.350935532233876
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,No,Single phone line,0,No,20.626666666666665,1.0417508417508416,0.959922430510666,13–24m,Month-to-month_Mailed check,-1.4282352941176448
Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,No,Single phone line,0,No,43.59166666666667,0.9676285608583058,1.0334544064232458,7–12m,Month-to-month_Electronic check,-11.348215211754543
Male,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.55,No,Multiple phone lines,3,No,63.43432835820896,0.9827161635663667,1.0175878214630243,49m+,Two year_Bank transfer (automatic),-9.041618953603162
Male,No,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.25,No,Single phone line,2,No,85.61111111111111,0.9925925925925926,1.007462686567164,7–12m,Month-to-month_Electronic check,-0.1009355322338763
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.75,No,Single phone line,0,No,18.976923076923075,0.960856864654333,1.0407377381434941,13–24m,Two year_Bank transfer (automatic),-2.696079192546584
Female,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.1,No,Single phone line,2,No,78.82075471698113,0.8846324884060733,1.1304129263913825,25–48m,One year_Mailed check,-7.967769058295971
Female,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,No,Multiple phone lines,3,No,93.58571428571429,0.9794423263811018,1.020989161960006,25–48m,Month-to-month_Electronic check,9.19906446776612
Female,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,Yes,Multiple phone lines,0,No,72.82708333333333,0.9658764367816091,1.0353291186314615,13–24m,Month-to-month_Credit card (automatic),-10.95093553223387
Female,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,Yes,Single phone line,4,No,108.44291338582677,1.0710411198600174,0.9336709687959484,25–48m,Month-to-month_Electronic check,14.899064467766124
Male,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6,No,Multiple phone lines,4,No,217.30444444444444,2.1179770413688543,0.4721486496160021,7–12m,Month-to-month_Credit card (automatic),16.249064467766118
Female,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,No,No phone service,4,No,56.7469387755102,1.0079385217674992,0.9921240020139538,49m+,One year_Credit card (automatic),-11.002121807465613
Female,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2,No,Multiple phone lines,4,No,96.6467213114754,1.0259736869583378,0.9746838663715239,49m+,Month-to-month_Credit card (automatic),7.8490644677661265
Male,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.05,No,No phone service,3,No,44.161,1.0258072009291523,0.9748420552070831,49m+,One year_Bank transfer (automatic),-24.252121807465613
Male,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,Yes,Multiple phone lines,2,No,87.846,0.9815195530726257,1.018828404252897,25–48m,Month-to-month_Electronic check,3.1490644677661237
Female,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,Yes,Multiple phone lines,0,No,76.93636363636364,1.034090909090909,0.967032967032967,13–24m,Month-to-month_Bank transfer (automatic),-11.95093553223387
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,Yes,Single phone line,0,No,20.5,1.0,1.0,0–6m,Month-to-month_Mailed check,-0.7282352941176455
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,Yes,Multiple phone lines,0,No,66.3375,0.8922326832548757,1.1207838703599018,0–6m,Month-to-month_Electronic check,-12.000935532233882
Female,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,Yes,Multiple phone lines,3,No,102.01388888888889,1.0226956279587858,0.9778080326752894,13–24m,Month-to-month_Bank transfer (automatic),13.399064467766124
Female,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,Yes,Multiple phone lines,5,No,114.62321428571428,1.0238786448031647,0.9766782470516756,49m+,One year_Electronic check,14.882230941704037
Female,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,No,Single phone line,4,No,91.91415094339622,0.9778101164191088,1.022693448562543,49m+,One year_Electronic check,-3.0677690582959656
Female,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,No,Multiple phone lines,3,No,97.0107843137255,0.9813938726729945,1.018958878636901,49m+,One year_Electronic check,1.7822309417040287
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,64.35,No,Multiple phone lines,3,No,64.94375000000001,1.0092268842268843,0.9908574728130111,13–24m,Two year_Electronic check,-9.241618953603165
Female,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.0,No,Single phone line,4,No,74.62935483870969,1.0365188172043012,0.9647678203249607,49m+,Two year_Credit card (automatic),-1.5916189536031595
Male,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.7,No,Single phone line,1,No,27.76875,0.5587273641851106,1.78978167904569,13–24m,Month-to-month_Mailed check,-6.698215211754537
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,80.7,No,Multiple phone lines,5,No,80.25642857142857,0.9945034519383962,1.0055269270819427,49m+,Two year_Electronic check,7.108381046396843
Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,No,No phone service,0,No,24.2,1.0,1.0,0–6m,Month-to-month_Mailed check,-32.198215211754544
Male,Yes,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,Yes,No phone service,2,No,42.490625,1.0895032051282052,0.9178495256306538,13–24m,Month-to-month_Mailed check,-17.39821521175454
Female,No,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.45,No,Single phone line,3,No,69.30625,1.0589190221543163,0.9443592749571648,7–12m,Month-to-month_Electronic check,9.051784788245463
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.35,No,Single phone line,5,No,72.74166666666666,0.9783680789060748,1.0221102073547943,49m+,Two year_Electronic check,0.7583810463968348
Female,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.2,No,Single phone line,3,No,88.36086956521739,1.0620296822742474,0.9415932687103283,13–24m,Month-to-month_Bank transfer (automatic),-3.1509355322338735
Male,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.0,No,No phone service,0,No,25.458064516129035,1.0183225806451615,0.9820070957932082,25–48m,Month-to-month_Credit card (automatic),-31.39821521175454
Male,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,40.2,No,No phone service,3,No,41.225675675675674,1.0255143202904395,0.9751204641557676,25–48m,One year_Electronic check,-27.102121807465608
Female,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,Yes,Multiple phone lines,3,No,93.48166666666665,0.9934289762663833,1.0066144876892082,25–48m,Month-to-month_Credit card (automatic),7.749064467766118
Female,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.35,No,Multiple phone lines,5,No,106.46142857142857,0.98256971454941,1.017739489821934,25–48m,One year_Electronic check,11.282230941704029
Female,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,No,Multiple phone lines,3,No,71.83043478260869,1.0335314357209884,0.9675564433145694,13–24m,Month-to-month_Credit card (automatic),13.10178478824546
Female,No,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),76.0,No,Multiple phone lines,3,No,79.4375,1.0452302631578947,0.956726986624705,13–24m,One year_Bank transfer (automatic),8.69787819253439
Male,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,No,Single phone line,3,No,34.94083333333333,0.3732995014245014,2.678814185885664,25–48m,Month-to-month_Electronic check,7.249064467766118
Female,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,Yes,Multiple phone lines,2,No,97.2625,1.0168583376894929,0.9834211540933042,7–12m,Month-to-month_Bank transfer (automatic),9.29906446776613
Male,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),100.55,No,Multiple phone lines,3,No,111.15234375,1.1054434982595724,0.90461430328589,49m+,One year_Bank transfer (automatic),3.4822309417040316
Female,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,Yes,Multiple phone lines,2,No,87.34700000000001,0.992015900056786,1.008048358844608,49m+,Month-to-month_Electronic check,1.6990644677661209
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,No,Multiple phone lines,0,No,23.096511627906978,0.9446426023683836,1.058601419725117,25–48m,One year_Bank transfer (automatic),2.7542480620155025
Male,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.55,No,Multiple phone lines,6,No,87.93596491228071,0.9819761575910745,1.0183546639799694,49m+,Two year_Mailed check,15.958381046396838
Female,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.5,Yes,Single phone line,3,No,66.55121951219512,1.000770218228498,0.9992303745510519,25–48m,One year_Bank transfer (automatic),-0.8021218074656105
Female,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,No,Single phone line,1,No,46.587777777777774,0.6121915608117974,1.6334756373870114,25–48m,Month-to-month_Electronic check,-10.250935532233882
Female,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.5,No,Single phone line,1,No,77.83076923076922,0.9668418537983755,1.0342953152796996,13–24m,Month-to-month_Electronic check,-5.850935532233876
Male,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.45,Yes,No phone service,2,No,35.61666666666667,1.0047014574518098,0.9953205428170333,0–6m,Month-to-month_Mailed check,-20.948215211754537
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,No,Single phone line,0,No,20.050746268656717,0.9757054145331735,1.0248995087092452,49m+,One year_Electronic check,-1.145751937984496
Male,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,Yes,Single phone line,1,No,43.36666666666667,0.8690714762859052,1.15065334358186,0–6m,Month-to-month_Mailed check,-6.498215211754541
Female,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,No,Multiple phone lines,4,No,106.16796875,1.007286231024668,0.9927664741160456,49m+,Two year_Bank transfer (automatic),4.480438184663541
Male,No,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.75,No,No phone service,2,No,39.32692307692308,1.1000537923614846,0.909046454767726,25–48m,Month-to-month_Electronic check,-20.64821521175454
Male,No,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,No,Multiple phone lines,3,No,89.00289473684211,0.9358874315125354,1.0685045725893008,25–48m,Month-to-month_Credit card (automatic),8.749064467766118
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,No,Single phone line,0,No,21.139130434782608,1.0952917323721558,0.9129987659399424,13–24m,One year_Credit card (automatic),-2.395751937984496
Male,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,Yes,Multiple phone lines,4,No,100.92125,0.9657535885167464,1.0354608172213484,25–48m,Month-to-month_Credit card (automatic),18.149064467766124
Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,No,No phone service,6,No,65.07708333333333,1.0313325409403065,0.9696193616544483,49m+,Two year_Bank transfer (automatic),-10.491618953603158
Female,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,Yes,Multiple phone lines,0,No,85.41666666666667,1.1381301354652456,0.8786341463414633,0–6m,Month-to-month_Credit card (automatic),-11.30093553223388
Male,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,Yes,Multiple phone lines,1,No,83.35217391304347,1.0290391841116477,0.9717802931511137,13–24m,Month-to-month_Electronic check,-5.350935532233876
Female,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,Yes,Multiple phone lines,0,No,74.45,1.0,1.0,0–6m,Month-to-month_Electronic check,-11.900935532233873
Female,No,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,Yes,Single phone line,3,No,68.0375,1.1264486754966887,0.8877457284585707,0–6m,Month-to-month_Mailed check,4.001784788245459
Female,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,No,Multiple phone lines,5,No,83.0733870967742,0.9779092065541399,1.0225898205046062,49m+,Two year_Electronic check,11.358381046396843
Female,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.4,No,Multiple phone lines,3,No,93.91,1.005460385438972,0.9945692684485147,25–48m,Month-to-month_Bank transfer (automatic),7.049064467766129
Male,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,No,Multiple phone lines,2,No,88.92073170731707,0.9968691895439133,1.003140643214702,25–48m,Month-to-month_Electronic check,2.8490644677661265
Male,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.2,No,Single phone line,2,No,84.54264705882352,0.9922845898922948,1.0077754005114024,25–48m,Month-to-month_Credit card (automatic),-1.1509355322338735
Female,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,No,Single phone line,1,No,49.95,1.0,1.0,0–6m,Month-to-month_Electronic check,-6.448215211754537
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,No,Single phone line,0,No,20.014705882352942,0.9692351516877938,1.0317413666421749,49m+,Two year_Bank transfer (automatic),-1.7960791925465855
Male,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.65,Yes,Single phone line,0,No,70.65,1.0,1.0,0–6m,Month-to-month_Mailed check,-15.70093553223387
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,No,Single phone line,0,No,21.17948717948718,1.0510911751606542,0.9513922518159806,25–48m,Two year_Mailed check,-2.2960791925465855
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.2,No,Single phone line,0,No,19.916666666666668,1.037326388888889,0.9640167364016735,7–12m,Month-to-month_Electronic check,-2.0282352941176462
Male,No,No,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,Yes,Single phone line,2,No,60.65,1.0142140468227425,0.9859851607584501,7–12m,One year_Electronic check,-7.502121807465613
Male,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.95,No,Multiple phone lines,4,No,104.78194444444445,0.9983987083796516,1.0016038598677146,49m+,One year_Electronic check,7.882230941704037
Female,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,No,Multiple phone lines,4,No,52.49142857142857,0.5071635610766045,1.9717504898758982,49m+,Month-to-month_Electronic check,17.149064467766124
Male,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,No,Multiple phone lines,2,No,82.41704545454546,0.9718991209262436,1.0289133701931694,25–48m,Month-to-month_Credit card (automatic),-1.5509355322338791
Female,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.05,No,Multiple phone lines,3,No,93.30000000000001,0.9815886375591795,1.0187566988210073,13–24m,Month-to-month_Bank transfer (automatic),8.69906446776612
Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.2,Yes,Single phone line,0,No,44.81666666666667,1.0139517345399698,0.9862402380066939,7–12m,Month-to-month_Bank transfer (automatic),-12.198215211754537
Male,No,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.35,No,Single phone line,4,No,71.6576923076923,0.9769283204866027,1.0236165530567334,13–24m,Month-to-month_Mailed check,16.951784788245455
Female,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.1,No,Single phone line,3,No,63.62132352941177,0.9925323483527578,1.0075238370413173,49m+,Two year_Bank transfer (automatic),-9.491618953603165
